year,sample_question_id,normalized_question,question_text,topic,source_file,occurrence_count,first_line
2nd Year,58b5464c6321,describe some applications of finite a nwob deautomater theory in real life s minimize the states in the dfa depicted in the following diagram,2(e) Describe some applications of finite A nwob deautomater theory in real life. s) Minimize the states in the dfa depicted in the following diagram.,БУБЕН ID,2nd-year.pdf,1,5504
2nd Year,c9bb3fae77d8,describe the different addressing modes in,Describe the different addressing modes in 8086.,MICROPROCESSORS,2nd-year.pdf,1,4123
2nd Year,6d92c9593256,describe the following tools troff nroff tbi dbx and adb,"Describe the following tools troff, nroff, tbi, Dbx, and Adb",(OS =AX2),2nd-year.pdf,1,7162
2nd Year,a0d24f14baf0,describe the hs microinstruction format,Describe the 00hs microinstruction format.,DS-1067],2nd-year.pdf,1,6327
2nd Year,e0495156c9bf,describe the maximum number of unique opcodes possible for every addressing mode,describe the  maximum number of unique opcodes possible for every addressing mode.,CST007,2nd-year.pdf,1,2219
2nd Year,15ea50e97b7f,describe the storage structure of array also,Describe the storage structure of Array. Also,B.TECH. (SEMESTER-III) HASSO,2nd-year.pdf,1,7902
2nd Year,356a9fc2327e,describe three major methodologies for sqa in detail what is,Describe three major methodologies for SQA in detail. (b) What is,P.T.O.,2nd-year.pdf,1,5213
2nd Year,f55aaefc3491,design a fa that accepts strings containing exactly four,Design a FA that accepts strings containing exactly four,BEET-405/BITT-405,2nd-year.pdf,1,4688
2nd Year,644f8f52e0e5,design and implement j k flip flop,Design and implement J-K flip-flop.,= AC + B��,2nd-year.pdf,1,9280
2nd Year,f0aeb65fd28b,design arithmetic logic shift unit that will perform different arithmetic logic an shift operation,"5 (b) Design Arithmetic Logic Shift unit that will perform different arithmetic, logic an shift operation..",COMPUTER ORGANIZATION,2nd-year.pdf,1,6253
2nd Year,2458526a7a19,design gate level implementation of,Design gate level implementation of,DIGITAL ELECTRONICS,2nd-year.pdf,1,9501
2nd Year,3b4354be4702,design multiplexer,Design 4:1 multiplexer.,= AC + B��,2nd-year.pdf,1,9270
2nd Year,f955cca5b8ba,design to line decoder with nand gates,Design 2 to 4-line decoder with NAND gates.,COMPUTER ORGANIZATION,2nd-year.pdf,1,1850
2nd Year,d279a1ff318b,different from csma ca protocol,different from CSMA/CA  protocol?,ST021_005 | 103.170.7,2nd-year.pdf,1,1743
2nd Year,9f5534a8ca11,different from dhcp,different from DHCP?,CST021_005 |,2nd-year.pdf,1,1751
2nd Year,4e058cba30e5,differentiate,Differentiate,II. DML,2nd-year.pdf,1,3964
2nd Year,8d12e30a95ad,differentiate asymptotic notations with their suitable graphs,Differentiate asymptotic notations with their suitable graphs.,"III SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,8372
2nd Year,afb38bfd1d20,differentiate b w sdet test engineer and developer,"Differentiate b/w SDET,Test engineer and developer.",P.T.O.,2nd-year.pdf,1,5192
2nd Year,558e6d16f808,differentiate between active and passive attacks with examples c design a basic security model for a small enterprise network,Differentiate between active and passive attacks with examples. c) Design a basic security model for a small enterprise network.,"EVEN SEMESTER EXAMINATION, 2024 – 25",2nd-year.pdf,1,7352
2nd Year,046ef75590cb,differentiate between algebraic and,Differentiate between algebraic and,UNIT - I,2nd-year.pdf,1,5733
2nd Year,26cd5cddc5a0,differentiate between data type and data structures,Differentiate between data type and data structures.,B.TECH. (SEMESTER-III) HASSO,2nd-year.pdf,1,7868
2nd Year,2eaf6d6c74c0,differentiate between dfa and nfa using two,Differentiate between DFA and NFA using two,TCS-403,2nd-year.pdf,1,4271
2nd Year,7222fa635bf7,differentiate between immediate direct and register addressing modes,"Differentiate between Immediate, Direct, and Register Addressing modes.",TCS-405 // 1720,2nd-year.pdf,1,4139
2nd Year,39fcbf4511b6,differentiate between macro procedure justify where micro is suitable than procedure with example,"Differentiate between macro& procedure, justify where micro is suitable than procedure with example.",G3949,2nd-year.pdf,1,2942
2nd Year,bece02447890,differentiate between malloc and calloc,Differentiate between malloc() and calloc().,UNIT - I,2nd-year.pdf,1,6789
2nd Year,bd5ce5712395,differentiate between micro operation and macro operation with an example,Differentiate between Micro operation and Macro Operation with an example.,[P.T.O.],2nd-year.pdf,1,1895
2nd Year,51e0ac607462,differentiate between moore machine and mealy machine by taking a suitable example design nfa to recognize the following sets of string abc abd and string abc abd and aacd assume the alphabet is a b c d,"Differentiate between Moore machine and Mealy machine by taking a suitable example. Design NFA to recognize the following sets of String: abc, abd, and string: abc, abd, and aacd. Assume the alphabet is {a,b,c,d}",DS-1071],2nd-year.pdf,1,5582
2nd Year,fbebda904cdd,differentiate between tautology and contradiction,Differentiate between tautology and contradiction.,TCS-301 (CSE) - DISCRETE STRUCTURES,2nd-year.pdf,1,8874
2nd Year,414c40a5cbd2,differentiate between the working of static and dynamic memory also discuss the difference between sram and dram,Differentiate between the working of static and dynamic memory. Also discuss the difference between SRAM and DRAM.,"EVEN SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,2568
2nd Year,4661abe94cdf,differentiate between write through and write back mechanism,Differentiate between write-through and write-back mechanism.,SECTION B,2nd-year.pdf,1,2058
2nd Year,7af6b393044f,differentiate micro programmed control and hardwired control,Differentiate Micro programmed control and Hardwired control.,[P.T.O.],2nd-year.pdf,1,1903
2nd Year,991008354206,differentiate the processors and explain,Differentiate the processors 8087 and 8089. Explain,FSTSW CHECK -ANSWER,2nd-year.pdf,1,2975
2nd Year,bf0ea9da7276,discuss all mapping,Discuss all mapping,"EVEN SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,2380
2nd Year,95d63dc0874c,discuss any five key differences between subroutine and interrupt service routines,Discuss any five key differences between subroutine and interrupt service routines.,TCS-401/2360,2nd-year.pdf,1,1983
2nd Year,c86c56d220ea,discuss burst transfer cycle stealing and dma,"Discuss burst transfer, cycle stealing and DMA","EVEN SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,2524
2nd Year,72f16ec1c459,discuss bus transfer,Discuss Bus transfer.,COMPUTER ORGANIZATION,2nd-year.pdf,1,6251
2nd Year,926022782dcc,discuss different types of hazards,Discuss different types of Hazards.,Y=A+B+C,2nd-year.pdf,1,9168
2nd Year,c3eb4cf5f8db,discuss displacement addressing mode,Discuss displacement addressing mode,"EVEN SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,2385
2nd Year,a9fc6e6f627b,discuss five botsiboad aggregate functions with a suitable example,Discuss five botsiboad aggregate functions with a suitable example.,(OS,2nd-year.pdf,1,6643
2nd Year,9e4b936b35fe,discuss in detail about ttl and ecl logic families,Discuss in detail about TTL and ECL logic families.,BLOH 00:50 T,2nd-year.pdf,1,9146
2nd Year,29ef3d5b3c07,discuss its functionality with,Discuss its functionality with,"EVEN SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,2379
2nd Year,1ff339f5f1be,discuss its historical background,Discuss its historical background.,CYBER SECURITY,2nd-year.pdf,1,7267
2nd Year,64651893ed40,discuss loss less join decomposition and loss join decomposition,Discuss loss less join decomposition and loss join decomposition.,Q4.,2nd-year.pdf,1,8585
2nd Year,d0e90a08e15c,discuss lossless join and dependency preservation properties of a decomposition,Discuss lossless join and dependency preservation properties of a decomposition.,DS-1068],2nd-year.pdf,1,6700
2nd Year,ddd632d2fd0e,discuss objectives of using structure flowcharts,Discuss Objectives of Using Structure Flowcharts.,Q 1.,2nd-year.pdf,1,5173
2nd Year,cf056502e023,discuss stirling s formula along,Discuss Stirling's formula along,COMPU,2nd-year.pdf,1,1668
2nd Year,aeb7a8790f23,discuss the advantages disadvantages and applications of,"Discuss the advantages, disadvantages, and applications of",[P.T.O.],2nd-year.pdf,1,1926
2nd Year,11eaaeb2f61b,discuss the candidate key primary key super key composite key and alternate key,"Discuss the candidate key, primary key, super key, composite key and alternate key.",DS-1068],2nd-year.pdf,1,6601
2nd Year,1eca243a32b5,discuss the concept and implementation of virtual memory also describe a suitable scheme for translation from logical address to physical address,Discuss the concept and implementation of virtual memory. Also describe a suitable scheme for translation from logical address to physical address.,DS-1067],2nd-year.pdf,1,6410
2nd Year,73076bbeba62,discuss the objectives and,Discuss the objectives and,[P.T.O.],2nd-year.pdf,1,1416
2nd Year,b0254dee59ed,discuss the relative merits,Discuss the relative merits,UNIT - I,2nd-year.pdf,1,6793
2nd Year,00e02bbceca9,discuss the selection projection and join operator of,"Discuss the selection, projection and join operator of",(OS,2nd-year.pdf,1,6633
2nd Year,77d48e2d1023,discuss the wait die and wound wait in detail,Discuss the wait-die and wound-wait in detail.,"G = A CD, E→ AH",2nd-year.pdf,1,6723
2nd Year,d383501c65e1,discuss their use in sub routines,Discuss their use in sub-routines.,COMPUTER ORGANIZATION,2nd-year.pdf,1,1821
2nd Year,dfe07596538f,discuss timestamp smena no ordering,Discuss timestamp- smena no ordering,DS-1067],2nd-year.pdf,1,6439
2nd Year,7bffb4167696,discuss various,Discuss various,Q 1.,2nd-year.pdf,1,5139
2nd Year,deb5cc83e921,discuss various types of pipeline hazards,(a) Discuss various types of pipeline hazards?,BEET-404/BITT-404,2nd-year.pdf,1,4914
2nd Year,a838482d9599,discuss your understanding of stack memory,Discuss your understanding of stack memory.,SECTION A,2nd-year.pdf,1,2042
2nd Year,b0d561beebce,do you mean by balance factor of a node in avl tree,do you mean by balance factor of a node in AVL tree?,RU1474 [10×2=20],2nd-year.pdf,1,7994
2nd Year,f0e1ab1dd746,down automaton and turing machine,Down Automaton and Turing Machine?,TCS-403,2nd-year.pdf,1,4253
2nd Year,71578f0c48ca,draw and describe the bus architecture for a digital computer,Draw and describe the bus architecture for a digital computer.,SECTION A,2nd-year.pdf,1,2030
2nd Year,534a973e40e3,draw logic diagram for d t r r,Draw logic diagram for “D3.T4: R1 R2,"EVEN SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,2347
2nd Year,fbe8f1da1f04,draw the block diagram of a dma controller and explain its functioning,Draw the block diagram of a DMA controller and explain its functioning?,TCS-401/2360,2nd-year.pdf,1,1981
2nd Year,e29da78a0b82,draw the logic gate implementation of bit,Draw the logic gate implementation of 4-bit,DIGITAL ELECTRONICS,2nd-year.pdf,1,9504
2nd Year,c8b2026f3c0e,draw the register organization of and explain application of each register,Draw the register organization of 8086 and explain application of each register?,MICROPROCESSORS,2nd-year.pdf,1,4090
2nd Year,64985e86f1a8,e what do you mean asynchronous data transfer,e) What do you mean asynchronous data transfer?,"EVEN SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,2461
2nd Year,92c47601aee5,e what is pipelining,e) What is pipelining?,"EVEN SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,2355
2nd Year,534f927e09e8,e what is prefetching in architecture,e) What is prefetching in architecture?,"EVEN SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,2371
2nd Year,6851b3982dec,elements,elements?,TCS-301 (CSE) - DISCRETE STRUCTURES,2nd-year.pdf,1,8840
2nd Year,f7c1380a0d71,explain,Explain,TCS-404/1880/4,2nd-year.pdf,1,3990
2nd Year,f7c1380a0d71,explain,"Explain,",510 M,2nd-year.pdf,1,6358
2nd Year,f7c1380a0d71,explain,Explain.,DS-1068],2nd-year.pdf,1,6591
2nd Year,f7c1380a0d71,explain,Explain.,UNIT - V,2nd-year.pdf,1,6917
2nd Year,f7c1380a0d71,explain,Explain:600,"(SEM. IV) EXAMINATION, 2012 UNIX & SHELL PROGRAMMING",2nd-year.pdf,1,7125
2nd Year,2a06291d0b87,explain acid properties with diagram explain concurrency control based on time stamp ordering,Explain ACID Properties with diagram. (c) Explain concurrency control based on time- stamp ordering.,BECT-402/BITT-402,2nd-year.pdf,1,5030
2nd Year,94d39e7a43b3,explain advantages and disadvantages of,Explain advantages and disadvantages of,172-A,2nd-year.pdf,1,3823
2nd Year,6f0a7ff66623,explain all types of addressing modes,Explain all types of addressing modes,Q4.,2nd-year.pdf,1,4958
2nd Year,7bd14e026996,explain and write the c function as well,explain and write the C function as well.,UNIT - IV,2nd-year.pdf,1,6857
2nd Year,29f72063554c,explain any two in detail,Explain any two in detail.,(OS =AX2),2nd-year.pdf,1,7206
2nd Year,279ac574ac1f,explain any two undecidable problems,Explain any two undecidable problems.,T→ T*F/F,2nd-year.pdf,1,4639
2nd Year,b394ca45255f,explain common framework of memory,Explain common framework of memory,Q4.,2nd-year.pdf,1,4963
2nd Year,f004fafb4e78,explain deferred and immediate,Explain deferred and immediate,DS-1067],2nd-year.pdf,1,6443
2nd Year,88eb87ee975f,explain different functional units of a digital computer with neat sketch,Explain different functional units of a digital computer with neat sketch?,[P.T.O.],2nd-year.pdf,1,1924
2nd Year,0d181920610d,explain different methods used for,Explain different methods used for,[P.T.O.],2nd-year.pdf,1,1881
2nd Year,c8725b78c4b9,explain different types of hash function with example explain radix sort with,Explain Different types of Hash Function with example. Explain Radix Sort with,RU1474 [10×2=20],2nd-year.pdf,1,7977
2nd Year,d876a406439a,explain different types of mappings from main memory,Explain different types of mappings from main memory,COMPUTER ORGANIZATION,2nd-year.pdf,1,1865
2nd Year,6406398831fa,explain different types of rom,Explain different types of ROM.,= AC + B��,2nd-year.pdf,1,9308
2nd Year,683570053ccf,explain different ways to represent,Explain different ways to represent,[P.T.O.],2nd-year.pdf,1,1885
2nd Year,a646e4a484fa,explain explain the query processing,Explain (e) Explain the Query Processing,BECT-402/BITT-402,2nd-year.pdf,1,5024
2nd Year,d028e0f3d6f2,explain general register organization stack organization with proper diagram,(a) Explain general register organization & stack organization with proper diagram?,Q4.,2nd-year.pdf,1,4947
2nd Year,668cd0b2b06a,explain how does it work,Explain how does it work?,Q4.,2nd-year.pdf,1,4948
2nd Year,2a096650a35e,explain how interrupts are handled in a system,Explain how interrupts are handled in a system?,BEET-404/BITT-404,2nd-year.pdf,1,4936
2nd Year,d8d7ca3a25d1,explain inorder preorder and postorder traversal operation on binary tree with example construct a tree for the given inorder and postorder traversals inorder,"Explain Inorder, Preorder and Postorder Traversal operation on Binary tree with example. Construct a tree for the given inorder and postorder traversals. Inorder:",RU1474 [10×2=20],2nd-year.pdf,1,7942
2nd Year,43ebc680152a,explain it s phases,Explain it's phases?,BEET-404/BITT-404,2nd-year.pdf,1,4908
2nd Year,7719af0adf2f,explain it with proper diagram,Explain it with proper diagram?,BEET-404/BITT-404,2nd-year.pdf,1,4932
2nd Year,2610069d02e3,explain its importance in cybercrime,Explain its importance in cybercrime,CST0,2nd-year.pdf,1,7361
2nd Year,0c2f11494293,explain linear linked list implementation of stack and queue,Explain linear linked list implementation of stack and queue.,RU1474 [10×2=20],2nd-year.pdf,1,7989
2nd Year,214e936a47b4,explain load and store operations,(c) Explain load and store operations?,BEET-404/BITT-404,2nd-year.pdf,1,4906
2nd Year,d3e58dae2a5c,explain mounting of a file system in unix when is unmounting a file system not possible explain the utility provided by the unix for managing and tracking to files suppose we want to check a c program for syntax and data type errors which unix utility can be used to display messages that point out possible problems explain the procedures to use this utility,"Explain mounting of a file system in UNIX. When is unmounting a file system not possible? (c) Explain the utility provided by the UNIX for managing and tracking to files. Suppose we want to check a C program for syntax and data type errors. Which UNIX utility can be used to display messages that point out, possible problems? Explain the procedures to use this utility.",(OS =AX2),2nd-year.pdf,1,7145
2nd Year,409877c8ffca,explain multi bus organization,Explain multi bus organization?,BEET-404/BITT-404,2nd-year.pdf,1,4926
2nd Year,8fcd49c5f3fa,explain necessary conditions for deadlock and methods for,Explain necessary conditions for deadlock and methods for,Q5.,2nd-year.pdf,1,8634
2nd Year,312cccd4fe15,explain nf with insertion,"Explain 2NF with insertion,",II. DML,2nd-year.pdf,1,3955
2nd Year,f394819e9dac,explain operation ttl nand,Explain operation TTL NAND,= AC + B��,2nd-year.pdf,1,9313
2nd Year,c1a359c634fc,explain pigeonhole principle if books are to be kept in shelves show that there,"Explain Pigeonhole principle. If 9 books are to be kept in 4 shelves, show that there",TCS-301 (CSE) - DISCRETE STRUCTURES,2nd-year.pdf,1,8827
2nd Year,ae89155bbbac,explain pumping lemma for context free language with suitable example,Explain pumping lemma for context free language with suitable example.,T→ T* F/F,2nd-year.pdf,1,4653
2nd Year,e53b96880b36,explain synchronous,(b) Explain synchronous,BEET-404/BITT-404,2nd-year.pdf,1,4905
2nd Year,fe50ed333af1,explain the,Explain the,"III SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,8293
2nd Year,8ceb295cacae,explain the advantages and the needs,Explain the advantages and the needs.,Q2.,2nd-year.pdf,1,8530
2nd Year,590ebc1350b7,explain the architecture of i o processor,Explain the architecture of I/O Processor 8089?,TCS-405 // 1720,2nd-year.pdf,1,4193
2nd Year,d524901eab7d,explain the architecture of numeric processor,Explain the architecture of Numeric Processor 8087?,TCS-405 // 1720,2nd-year.pdf,1,4189
2nd Year,9246d2f266fc,explain the bit flag register in,Explain the 16 bit flag register in 8086.,TCS-405 // 1720,2nd-year.pdf,1,4159
2nd Year,86cc0f79e2a8,explain the concept of mapping constraints,Explain the concept of mapping constraints.,Q1.,2nd-year.pdf,1,8488
2nd Year,524ae316f3e2,explain the concept of virtual memory,Explain the concept of virtual memory?,BEET-404/BITT-404,2nd-year.pdf,1,4937
2nd Year,58c59d76cc91,explain the database management system,Explain the database management system,172-A,2nd-year.pdf,1,3847
2nd Year,f6daadaf9d6c,explain the design flow process suitable for asic,Explain the design flow process suitable for ASIC. (10 marks),TCS-301 (CSE) - DISCRETE STRUCTURES,2nd-year.pdf,1,8986
2nd Year,f8f6d017c934,explain the difference between a weak and a strong entity set,Explain the difference between a weak and a strong entity set.,Q1.,2nd-year.pdf,1,8504
2nd Year,8f9f0555ff9f,explain the different,Explain the different,CST021_005 |,2nd-year.pdf,1,1777
2nd Year,2746478a0020,explain the different type of normalization techniques in,Explain the different type of normalization techniques in,10X2,2nd-year.pdf,1,8742
2nd Year,b9f70ae36e2a,explain the distinctions among the term primary key,"Explain the distinctions among the term primary key,",172-A,2nd-year.pdf,1,3837
2nd Year,b2dd648c4d3c,explain the distinctions among the terms primary key candidate key and super,"Explain the distinctions among the terms primary key, candidate key and super",Q1.,2nd-year.pdf,1,8498
2nd Year,af09d692a8ad,explain the following algorithm of a circular linked list inset the node at the,Explain the following algorithm of a circular linked list. (a) inset the node at the,B.TECH. (SEMESTER-III) HASSO,2nd-year.pdf,1,7898
2nd Year,6971c55d16c9,explain the general bus operation with block diagram,Explain the General Bus Operation with Block Diagram.,TCS-405 // 1720,2nd-year.pdf,1,4149
2nd Year,513864d6bce9,explain the general capabilities of shift registers,Explain the general capabilities of shift registers.,COMPUTER ORGANIZATION,2nd-year.pdf,1,1860
2nd Year,2a025cb92ba9,explain the importance of ascii code,explain the importance of ASCII code?,COMPUTER ORGANIZATION,2nd-year.pdf,1,1830
2nd Year,0f33fb4df35f,explain the interfacing of a d converter d a converters,Explain the interfacing of A/D Converter & D/A Converters?,TCS-405 // 1720,2nd-year.pdf,1,4185
2nd Year,eff17235128b,explain the interfacing with internal architecture of pio and interfacing with internal block diagram of,Explain the Interfacing 8086 with internal architecture of 8255 PIO and Interfacing 8086 with internal block diagram of 8279.,TCS-405 // 1720,2nd-year.pdf,1,4170
2nd Year,b3bc2f638fba,explain the interfacing with internal block diagram of and interfacing with internal architecture of usart,Explain the Interfacing 8086 with internal block diagram of 8253 and Interfacing 8086 with internal architecture of 8251 USART.,TCS-405 // 1720,2nd-year.pdf,1,4173
2nd Year,32ab611fde9f,explain the maximum mode with read cycle timing diagrams,Explain the Maximum Mode with Read Cycle Timing Diagrams.,MICROPROCESSORS,2nd-year.pdf,1,4114
2nd Year,83bfb7495f79,explain the memory representation of graph and diagraph,Explain the memory  representation of graph and diagraph,"III SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,8291
2nd Year,187693246cbf,explain the memory segmentation in,Explain the memory segmentation in 8086?,MICROPROCESSORS,2nd-year.pdf,1,4131
2nd Year,a111b95bd6c4,explain the microprocessor evolution types,Explain the microprocessor evolution & types,MICROPROCESSORS,2nd-year.pdf,1,4094
2nd Year,31b53e1b381f,explain the multiplication of positive numbers using array multiplier with a neat,Explain the multiplication of positive numbers using array multiplier with a neat,[P.T.O.],2nd-year.pdf,1,1952
2nd Year,ccc502d2d0b6,explain the parallel i o interface with a block diagram,Explain the parallel I/O interface with a block diagram.,TCS-401_TIT-401/2380,2nd-year.pdf,1,2163
2nd Year,a6516240c102,explain the primary clustering and secondary index suitable,"Explain the primary, clustering and secondary index suitable",UNIT - V,2nd-year.pdf,1,6896
2nd Year,c0c70c0e2978,explain the problem of cache coherence and how it can be removed also give a suitable example,Explain the problem of cache coherence and how it can be removed. Also give a suitable example.,CST007,2nd-year.pdf,1,2304
2nd Year,775b8b4c7b0c,explain the procedure to insert a new node in the beginning end of the list,Explain the procedure to insert a new node in the (a) Beginning (b) End of the list,B.TECH. (SEMESTER-III) HASSO,2nd-year.pdf,1,7885
2nd Year,360f5fae5252,explain the procedure to multiply two n bit numbers using hardware and booth,Explain the procedure to multiply Two N bit numbers using hardware and booth,COMPUTER ORGANIZATION,2nd-year.pdf,1,1834
2nd Year,a76c2fb66b5d,explain the properties of the transaction explain the,Explain the properties of the transaction. Explain the,Q4.,2nd-year.pdf,1,8601
2nd Year,bed2e90ae90c,explain the purpose of include files in unix,Explain the purpose of include files in UNIX.,"(SEM. IV) EXAMINATION, 2012 UNIX & SHELL PROGRAMMING",2nd-year.pdf,1,7037
2nd Year,bfec20399d9f,explain the read and write operations in associative memory,Explain the READ and WRITE operations in Associative Memory.,TCS-401/2360,2nd-year.pdf,1,1974
2nd Year,a6c8a25b6080,explain the role of file descriptors file table and incode table in unix file system,"Explain the role of File descriptors, File table and Incode table in Unix File System.","(SEM. IV) EXAMINATION, 2012 UNIX & SHELL PROGRAMMING",2nd-year.pdf,1,7043
2nd Year,a271c7bc0243,explain the terms instruction type and instruction format,(e) Explain the terms instruction type and instruction format?,BEET-404/BITT-404,2nd-year.pdf,1,4910
2nd Year,d9f68c502d2b,explain the various types of unix shells and their,Explain the various types of UNIX shells and their,(OS =AX2),2nd-year.pdf,1,7186
2nd Year,d11947f1d5c3,explain three tier architecture of dbms in details,Explain three tier architecture of DBMS in details.,Q1.,2nd-year.pdf,1,8484
2nd Year,bfb86361d7ab,explain three types of buses,Explain three types of buses?,BEET-404/BITT-404,2nd-year.pdf,1,4905
2nd Year,71aa9ae7cd2e,explain timestamp based concurrency control protocol,Explain Timestamp Based Concurrency Control Protocol.,Q5.,2nd-year.pdf,1,8630
2nd Year,0f330d27ec3e,explain two phase locking and its types,Explain two phase locking and its types.,Q5.,2nd-year.pdf,1,8625
2nd Year,4b95d0455330,explain types of constraints with a suitable,Explain types of constraints with a suitable,Q2.,2nd-year.pdf,1,8540
2nd Year,c582370b89c5,explain various deadlock handling techniques,Explain various deadlock handling techniques.,10 X 2,2nd-year.pdf,1,8792
2nd Year,3cf63ff06a13,explain various quality of,Explain various Quality of,CST021_005 |,2nd-year.pdf,1,1762
2nd Year,85cc501d4e6e,explain various types of array in detail,Explain Various types of Array in detail.,B.TECH. (SEMESTER-III) HASSO,2nd-year.pdf,1,7904
2nd Year,3ebfcaabce17,explain what is horizontal vertical micro programmed control unit,(c) Explain what is horizontal & vertical micro programmed control unit?,Q4.,2nd-year.pdf,1,4950
2nd Year,7dbd54f8d1d8,explain why nf is a normal form more desirable than bcnf,Explain why 4NF is a normal form more desirable than BCNF.,Q4.,2nd-year.pdf,1,8564
2nd Year,138e9d6d5740,explain with,Explain with,UNIT - I,2nd-year.pdf,1,6783
2nd Year,2d98d58ee987,explain with a suitable example,Explain with a suitable example.,THEORY OF AUTOMATA,2nd-year.pdf,1,5450
2nd Year,e6dca4b122a4,explain with an example consider the postorder and,Explain with an 10 example. Consider the postorder and,UNIT - V,2nd-year.pdf,1,6887
2nd Year,bc64a3493180,explain with an example loo werexplain the task,Explain with an example. loo(c) werExplain the task,"(SEM. IV) EXAMINATION, 2012 UNIX & SHELL PROGRAMMING",2nd-year.pdf,1,7069
2nd Year,5188eccd3883,explain with example,Explain  with example.,= AC + B��,2nd-year.pdf,1,9304
2nd Year,5188eccd3883,explain with example,Explain with example.,"EVEN SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,2355
2nd Year,5188eccd3883,explain with example,Explain with example.,UNIT - I,2nd-year.pdf,1,6787
2nd Year,69ce5a98a203,explain with example how insertion sort is different,Explain with example. How insertion sort is different,UNIT - IV,2nd-year.pdf,1,6855
2nd Year,31510f168dd3,explain with examples,Explain with  examples.,CYBER SECURITY,2nd-year.pdf,1,7261
2nd Year,b562a7152966,explain with its importance,Explain with its importance.,Q4.,2nd-year.pdf,1,5069
2nd Year,6d6fbdb1b6ea,explain with some examples,Explain with some examples?,[P.T.O.],2nd-year.pdf,1,1911
2nd Year,d3e7764e094a,explain with suitable,Explain with suitable,"EVEN SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,2350
2nd Year,423f373c5585,explain with suitable example and,Explain with suitable example and,"EVEN SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,2406
2nd Year,d10c3e26d28b,explain with suitable example per jedsricis,Explain with suitable example.per (10) jedsricis,PP.P,2nd-year.pdf,1,4523
2nd Year,1750d7900772,explain with suitable example what are,Explain with suitable example. What are,Q2.,2nd-year.pdf,1,8534
2nd Year,51f1beb8a9c5,f d,"F(w,x,y,z)=(0,1,2,3,7,8,10) d(w,x,y,z)= [(5,6,11,15)?",COMPUTER ORGANIZATION,2nd-year.pdf,1,1844
2nd Year,50676f1d9b69,f what is instruction cycle,f) What is instruction cycle?,"EVEN SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,2357
2nd Year,4cd369280794,f what is interrupt,f) What is interrupt?,"EVEN SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,2373
2nd Year,a76562952f8e,find all the partitions corresponding to a set of four elements draw the diagram of,Find all the partitions corresponding to a set of four elements. Draw the diagram of,TCS-301 (CSE) - DISCRETE STRUCTURES,2nd-year.pdf,1,8894
2nd Year,f5db43e41507,find any two candidate key of r,Find any two candidate key of R,"CD, ABC -> E, C->A}",2nd-year.pdf,1,3907
2nd Year,5c51d66a9397,find the name of supplier who supply yellow parts,Find the name of supplier who supply yellow parts.,"CATALOG (SUPPLIER_ID, PART_ID, COST)",2nd-year.pdf,1,3929
2nd Year,549259768df4,find the total salary of each company,Find the Total salary of each company,TCS-404/1880/4,2nd-year.pdf,1,3894
2nd Year,c7f74206c496,flip flop,flip-flop?,TEC-302,2nd-year.pdf,1,2653
2nd Year,b2e3f1741552,for any set a b prove that p p np,"For any Set A & B, Prove that P (ANB) = P(A) NP(B)",TCS-301 (CSE) - DISCRETE STRUCTURES,2nd-year.pdf,1,8825
2nd Year,91cb2977d70d,from selection sort,from selection sort?,UNIT - IV,2nd-year.pdf,1,6856
2nd Year,945f389437f7,gate c how does programmable logic devices differ from fpga,gate (10 marks) c) How does Programmable logic devices differ from FPGA?,TCS-301 (CSE) - DISCRETE STRUCTURES,2nd-year.pdf,1,8974
2nd Year,fa9f22e62229,give,Give,Q4.,2nd-year.pdf,1,8613
2nd Year,cf9a230f06b0,give example of each,Give example of each?,BEET-404/BITT-404,2nd-year.pdf,1,4928
2nd Year,92a0f6bd652a,give the complexity of quick sort and merge,Give the complexity of quick sort and merge,"III SEMESTER EXAMINATION, 2023 – 24",2nd-year.pdf,1,8304
2nd Year,9603f9814bc8,give the control sequence for the execution of instruction add r,"Give the control sequence for the execution of instruction ADD (R3), R1.",(VI,2nd-year.pdf,1,2112
2nd Year,4f8cf86d3dac,give the linked list,Give the linked list,UNIT - IV,2nd-year.pdf,1,6846
2nd Year,947c2782b3e2,give two examples,Give two examples,Q4.,2nd-year.pdf,1,5323
