year,sample_question_id,normalized_question,question_text,topic,source_file,occurrence_count,first_line
4th Year,b1a07cf973a9,define quality system and explain the evolution of,Define Quality System and explain the evolution of,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,4051
4th Year,3918da732f70,define segmentation what are its advantages and disadvantages,(e) Define Segmentation. What are its advantages and disadvantages?,BCST-801/BITT-801,4th-year.pdf,1,2956
4th Year,7f2df167b9a9,define soap give an example for usage of soap,Define SOAP. Give an example for usage of SOAP.,[4X5 = 20],4th-year.pdf,1,7438
4th Year,0fb7d77e8725,define star schema snowflake schema and fact constellation schema for data,"Define Star Schema, Snowflake Schema and Fact-constellation Schema for data",Database Management System,4th-year.pdf,1,4342
4th Year,7de9e4fd1cca,define the following terms,Define the following terms:,General Computer Science,4th-year.pdf,1,7377
4th Year,09cb7f7bb1ba,define the following terms with reference to fuzzy inference systems,Define the following terms with reference to fuzzy inference systems:,Soft Computing,4th-year.pdf,1,6185
4th Year,263d96fbe997,define the model and architecture,Define the Model and architecture,General Computer Science,4th-year.pdf,1,1581
4th Year,441c603a65e6,define the planning and process development,Define the Planning and Process Development.,Operating Systems,4th-year.pdf,1,7450
4th Year,ad42e8484d30,define the vector clock,Define the vector clock?,General Computer Science,4th-year.pdf,1,4916
4th Year,9b8a4843b099,define wikis write a program using xml to display your name mobile no,"Define Wikis. Write a program using XML to display your Name, Mobile No &",Web Technology,4th-year.pdf,1,7330
4th Year,a0d917d38fa6,derive the back,Derive the back,General Computer Science,4th-year.pdf,1,6030
4th Year,962dc884b6bf,derived by an attacker from this analysis,derived by an attacker from this analysis?,Cryptography and Network Security,4th-year.pdf,1,2228
4th Year,e9d596e7807a,des,DES?,Cryptography and Network Security,4th-year.pdf,1,1860
4th Year,c0a6c1041be7,describe a performance bottleneck scenario caused by poor spinlock implementation how does opensolaris optimize mutexes to prevent such issues,Describe a performance bottleneck scenario caused by poor spinlock implementation. How does  OpenSolaris optimize mutexes to prevent such issues?,"EXAMINATION, 2024 – 25",4th-year.pdf,1,1256
4th Year,56f0ac8d3f0e,describe about tcp ip basics in unix,Describe about TCP/IP basics in UNIX.,Computer Networks,4th-year.pdf,1,6680
4th Year,af21129214e2,describe benefits and drawbacks of source driven architecture for gathering of data,Describe benefits and drawbacks of source driven architecture for gathering of data,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4354
4th Year,22d962c3e6b7,describe corba with the help of suitable block diagram,Describe CORBA with the help of suitable block diagram?,Web Technology,4th-year.pdf,1,7232
4th Year,45429e707c33,describe dual signature for set and,Describe dual signature for SET and,General Computer Science,4th-year.pdf,1,2345
4th Year,c67cb54eaefb,describe how a non recoverable situation could arise if write locks are released after the last operation of a transaction but before its commitments,Describe how a non-recoverable situation could arise if write locks are released after the last operation of a transaction but before its commitments.,Database Management System,4th-year.pdf,1,2525
4th Year,44b1f22047fe,describe how atomicity is ensured for a transaction in both commit and abort,Describe how atomicity is ensured for a transaction in both commit and abort.,Database Management System,4th-year.pdf,1,2529
4th Year,9664101b6902,describe in detail about data mining functionalities,Describe in detail about data mining functionalities.,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4384
4th Year,a48ee62519eb,describe issues regarding preprocessing the data for classification and prediction,Describe issues regarding preprocessing the data for classification and prediction.,Machine Learning,4th-year.pdf,1,4389
4th Year,26040bc1ac5f,describe its key features,Describe its key features,"EXAMINATION, 2024 – 25",4th-year.pdf,1,1298
4th Year,a2a311c7ef95,describe osi network management model protocols,Describe OSI network management model protocols.,Computer Networks,4th-year.pdf,1,1158
4th Year,2b86071bfd96,describe run level script,Describe RUN level Script.,"(SEM. VII) (ODD SEM.) (REG.) EXAMINATION, 2012-13 SYSTEM ADMINISTRATION",4th-year.pdf,1,4230
4th Year,882cd2c6bb87,describe the ann architecture,Describe the ANN architecture.,Soft Computing,4th-year.pdf,1,6131
4th Year,48d52197aa2d,describe the architecture of cellular systems describe the role and challenges of mobile ip in wireless internet environments b discuss the evolution of cellular systems and their key features c explain the concept of wll and ieee standard and its role in wireless communication,describe the architecture of cellular systems. (5 marks) (ii) Describe the role and challenges of Mobile IP in wireless internet environments. (5marks) b) Discuss the evolution of cellular systems and their key features. (10 marks) c) Explain the concept of WLL And IEEE 802.16 standard and its role in wireless communication. (10 marks),Computer Networks,4th-year.pdf,1,566
4th Year,c713d28f20bc,describe the biological neuron and working of biological neural network,Describe the Biological Neuron and working of biological neural network?,Soft Computing,4th-year.pdf,1,5915
4th Year,a2096c19cc53,describe the challenges of cloud computing,Describe the challenges of cloud computing?,Cloud Computing,4th-year.pdf,1,5030
4th Year,e1e256c7296d,describe the characteristics of data warehouse,Describe the characteristics of data warehouse?,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4324
4th Year,10d72eb0e731,describe the design,Describe the design,General Computer Science,4th-year.pdf,1,4918
4th Year,25f82abadc27,describe the design requirement for a system,Describe the design requirement for a system,General Computer Science,4th-year.pdf,1,2807
4th Year,612587bb7002,describe the difference between orchestration and choreography e explain the concept of ws coordination and its importance,Describe the difference between orchestration and choreography. e) Explain the concept of WS-Coordination and its importance.,General Computer Science,4th-year.pdf,1,5792
4th Year,78916cb4408b,describe the different message exchange patterns used in soap c explain the concept of service layer abstraction in soa,Describe the different message exchange patterns used in SOAP. c) Explain the concept of service layer abstraction in SOA.,General Computer Science,4th-year.pdf,1,5776
4th Year,efd1adbf141b,describe the distributed mutual exclusion in briefly and explain the requirement of mutual exclusion algorithm,Describe the distributed mutual exclusion in briefly and explain the requirement of mutual exclusion algorithm,Distributed Systems,4th-year.pdf,1,4936
4th Year,115f4df805a9,describe the evolution of oltp what,Describe the evolution of OLTP.What,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4364
4th Year,2873efecdd0c,describe the following clustering techniques,Describe the following clustering techniques:,Machine Learning,4th-year.pdf,1,4425
4th Year,1040c89ce38f,describe the java beans with the help of example,Describe the Java Beans with the help of example.,[4X5 = 20],4th-year.pdf,1,7418
4th Year,aa32a8bece55,describe the man in the middle attack in secure shell,Describe the man in the middle attack in secure shell,Operating Systems,4th-year.pdf,1,2143
4th Year,b8f3806d8940,describe the multiprotocol layer switching working and operation,(A) Describe the multiprotocol layer switching working and operation?,10X2,4th-year.pdf,1,1208
4th Year,aa0db9adf0ac,describe the properties of a cryptographic hashing function also describe how a cryptographic hashing,Describe the properties of a cryptographic hashing function. Also describe how a cryptographic hashing,Data Structures,4th-year.pdf,1,2119
4th Year,eb420944b52d,describe the rsa cryptosystem in a rsa system given prime p q and chosenvalue of public key e determine the value of n and primitive key d,"Describe the RSA cryptosystem. In a RSA system given prime p=7,q=11 and chosenvalue of public key e=11.Determine the value of n, (n) and primitive key 'd'.",Cryptography and Network Security,4th-year.pdf,1,2248
4th Year,bc9f6602a8ac,describe the ruby on rail framework,Describe the Ruby on Rail Framework?,General Computer Science,4th-year.pdf,1,7284
4th Year,e3488c259213,describe the self organizing map architecture,Describe the Self Organizing Map architecture.,Soft Computing,4th-year.pdf,1,6109
4th Year,a495fd1898ab,describe the servlet lifecycle servlet api and servlet packages with suitable,"Describe the Servlet, Lifecycle, Servlet API and Servlet Packages with suitable",Web Technology,4th-year.pdf,1,7472
4th Year,d0b48b9edd62,describe the statement mining single dimensional boolean association rules,"Describe the statement ""Mining Single dimensional Boolean association rules",WATAO,4th-year.pdf,1,4715
4th Year,fa77329b86ae,describe why concept hierarchies are important in data mining,Describe why concept hierarchies are important in data mining.,DATA MINING & DATA WAREHOUSING,4th-year.pdf,1,5221
4th Year,6fa38161b4b1,describe wih its characteristics,Describe wih its characteristics,NETWORKS,4th-year.pdf,1,1451
4th Year,db22f00ba1af,determination protocol and isakmp in ipsec,determination  protocol and ISAKMP in IPsec?,Cryptography and Network Security,4th-year.pdf,1,1899
4th Year,47cd46f0a83d,dewhat are distributed systems,(a) deWhat are distributed systems?,Distributed Systems,4th-year.pdf,1,2793
4th Year,8737093597f4,diagram,diagram?,BCST-802/BITT-802,4th-year.pdf,1,7136
4th Year,f8ce5f35f16f,difference between flat and nested transaction,(b) Difference between flat and nested transaction?,Database Management System,4th-year.pdf,1,5152
4th Year,55da2e163881,differentiate between,(c) Differentiate between,BCST-802/BITT-802,4th-year.pdf,1,7105
4th Year,8531bc505660,differentiate between boxing and unboxing,Differentiate between boxing and unboxing.,General Computer Science,4th-year.pdf,1,46
4th Year,57c5e536d747,differentiate between congestion avoidance and congestion management in,Differentiate between Congestion Avoidance and Congestion Management in,General Computer Science,4th-year.pdf,1,1069
4th Year,b0e3cd770242,differentiate between different types of virtualization,(a) Differentiate between different types of virtualization?,Cloud Computing,4th-year.pdf,1,7009
4th Year,d9ad764cff47,differentiate between get post method,Differentiate between GET & POST method.,Web Technology,4th-year.pdf,1,7254
4th Year,8e757c921fe6,differentiate between resource and communication deadlock,Differentiate between resource and communication deadlock,Distributed Systems,4th-year.pdf,1,4939
4th Year,6f5ff57f9fb6,differentiate between scalar risc and superscalar risc in term of instruction issue,"Differentiate between scalar RISC and superscalar RISC in term of instruction issue,",S4: X COS (Z),4th-year.pdf,1,228
4th Year,b85d5599df77,differentiate between spanning tree protocol and ipv routing protocol,Differentiate between Spanning Tree Protocol and IPv4 Routing Protocol.,Computer Networks,4th-year.pdf,1,1016
4th Year,351e77acc1d8,differentiate between the distributed and network operating system explain with,Differentiate between the distributed and network operating system. Explain with,Computer Networks,4th-year.pdf,1,5009
4th Year,44bbf6e6f03f,differentiate betweeni selcard page and time based authoring tools,"Differentiate betweeni selcard, page and time based authoring tools.",VO1230,4th-year.pdf,1,3838
4th Year,08380c3cffd1,differentiate quality control and quality assurance,Differentiate Quality Control and Quality Assurance.,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,3986
4th Year,8f44b5fc1ab6,differentiate soft computing and hard computing,Differentiate soft computing and hard computing.,Soft Computing,4th-year.pdf,1,1554
4th Year,e8a7bc52636f,digital signature,Digital Signature,Cryptography and Network Security,4th-year.pdf,1,2159
4th Year,33228b567379,dilemma,Dilemma?,General Computer Science,4th-year.pdf,1,5868
4th Year,1b7949a7060d,discuss,Discuss.,General Computer Science,4th-year.pdf,1,2482
4th Year,82c652772237,discuss about timestamp ordering,Discuss about timestamp ordering?,(10X2=20),4th-year.pdf,1,5172
4th Year,07a24169abc3,discuss and explain with suitable example about the pram,Discuss and explain with suitable example about the PRAM,General Computer Science,4th-year.pdf,1,287
4th Year,3eab3acad001,discuss ant colony based optimization,Discuss Ant colony based optimization.,Soft Computing,4th-year.pdf,1,6152
4th Year,ab3ac6c3ec63,discuss ant colony based optimization in detail,Discuss Ant Colony based optimization in detail,General Computer Science,4th-year.pdf,1,6057
4th Year,999c66952283,discuss any digital modulation technique with,Discuss any digital modulation technique with,NETWORKS,4th-year.pdf,1,1479
4th Year,0ed96fc9703e,discuss any two possible handover scenarios in gsm,Discuss any two possible handover scenarios in GSM.,MOBILE COMPUTING,4th-year.pdf,1,3630
4th Year,c46047b3b35a,discuss digital signature algorithm and also give its proof,Discuss digital signature algorithm and also give its proof.,Cryptography and Network Security,4th-year.pdf,1,2275
4th Year,9a1ef138426a,discuss hebbian learning and hopfield network in brief,Discuss Hebbian Learning and Hopfield Network in Brief?,Soft Computing,4th-year.pdf,1,5976
4th Year,dcaf0b2c5d35,discuss how web,Discuss how web,Cloud Computing,4th-year.pdf,1,1659
4th Year,46968b0d8eb3,discuss in detail the architecture of grid computing,Discuss in detail the architecture of grid computing?,General Computer Science,4th-year.pdf,1,5021
4th Year,a29ce10c1389,discuss in detail the simplified version of des is des secure,Discuss in detail the simplified version of DES. Is DES secure?,Cryptography and Network Security,4th-year.pdf,1,2211
4th Year,0666ae33d2b9,discuss its different types and possible configurations,Discuss its different types and possible configurations.,General Computer Science,4th-year.pdf,1,2333
4th Year,dcc6b46c19f0,discuss mc culloch and pitts model and show that ex or gate is its limitation,Discuss Mc Culloch and pitts model and show that ex-or gate is its limitation.,Soft Computing,4th-year.pdf,1,5919
4th Year,24d1a9b731a8,discuss mutation and crossover in binary encoding value encoding permutation encoding and tree encoding,"Discuss Mutation and Crossover in Binary encoding, value encoding, permutation encoding and tree encoding?",Discrete Structures,4th-year.pdf,1,6038
4th Year,ebf40440cd57,discuss secure communication in network,Discuss Secure Communication in network.,Computer Networks,4th-year.pdf,1,1042
4th Year,57b6e3ef3d3c,discuss ssl protocol architecture how does set work,Discuss SSL protocol architecture. How does SET work?,General Computer Science,4th-year.pdf,1,2345
4th Year,d3a85281e0ae,discuss the advantage and disadvantage in using a common cache or separate caches for instructions and data explain the support from data paths mmu and tlb and memory bandwidth in the two cache,"Discuss the advantage and disadvantage in using a common cache or separate caches for instructions and data. Explain the support from data paths, MMU and TLB, and memory bandwidth in the two cache",General Computer Science,4th-year.pdf,1,871
4th Year,3ae56e996bd1,discuss the architecture of a distributed file,Discuss the architecture of a distributed file,Distributed Systems,4th-year.pdf,1,2518
4th Year,b871471f44f1,discuss the authentication protocol based on shared secret key,Discuss the authentication protocol based on shared secret key?,MB2) HOSTI,4th-year.pdf,1,2271
4th Year,d21be0d6826d,discuss the case study of venti system in networking design,Discuss the Case Study of Venti System in Networking Design.,General Computer Science,4th-year.pdf,1,1083
4th Year,81e3069db744,discuss the concept of confusion and diffusion by,Discuss the concept of confusion and diffusion by,Cryptography and Network Security,4th-year.pdf,1,2204
4th Year,8343ff9bccd2,discuss the correctness complexity efficiency and robustness criteria of a good,"Discuss the correctness, Complexity, Efficiency and robustness criteria of"" a good",General Computer Science,4th-year.pdf,1,2363
4th Year,2c1d0875fef6,discuss the fitness function in ga,(b) Discuss the fitness function in GA?,General Computer Science,4th-year.pdf,1,6342
4th Year,b14aec4d61ef,discuss the general system model where agreement protocols,Discuss the general system model where agreement protocols,General Computer Science,4th-year.pdf,1,2853
4th Year,d707c13dc067,discuss the multi dimensional data,Discuss the multi-dimensional data.,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4627
4th Year,50c4a11400a8,discuss the multimedia,Discuss the multimedia,5X4 20,4th-year.pdf,1,3784
4th Year,72abcfbf5eaa,discuss the openmp implantation in c,Discuss the OPENMP implantation in C.,General Computer Science,4th-year.pdf,1,853
4th Year,45eae1abb68d,discuss the ricart agrawala algorithm for distributed mutual exclusion and explain how it is an optimization of lamport s algorithm for distributed mutual exclusion erit,Discuss the Ricart-Agrawala algorithm for distributed mutual exclusion and explain how it is an optimization of Lamport's algorithm for distributed mutual exclusion.erit,Distributed Systems,4th-year.pdf,1,2850
4th Year,abba2c0b44bb,discuss the role of auditing in iso,Discuss the role of Auditing in ISO.,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,4013
4th Year,d95e81d01cb9,discuss the various control methods against program threats,Discuss the various control methods against program threats.,General Computer Science,4th-year.pdf,1,5577
4th Year,6c2cb68e663b,discuss the various types of inheritance with,Discuss the various types of Inheritance with,General Computer Science,4th-year.pdf,1,56
4th Year,8131632d81a6,discuss threats access control and identity management with,"Discuss threats, access control,  and identity management with",Cloud Computing,4th-year.pdf,1,1676
4th Year,a9c6584d3b4b,discuss various classification of parallel computers,Discuss various classification of parallel computers.,Machine Learning,4th-year.pdf,1,467
4th Year,a6502a3662f2,discuss various issues in,Discuss various issues in,General Computer Science,4th-year.pdf,1,3712
4th Year,1048ce917d41,discuss various operations as union intersection complement and difference in crisp sets chalk them out again in fuzzy world,"Discuss various operations as union, Intersection, Complement and Difference in Crisp sets. Chalk them out again in Fuzzy world.",Soft Computing,4th-year.pdf,1,5998
4th Year,5bc244e51362,discuss various schemas used in data warehouse,Discuss various schemas used in data warehouse.,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4654
4th Year,a7134a06a73c,discuss working of mac with suitable,Discuss working of MAC with suitable,General Computer Science,4th-year.pdf,1,1932
4th Year,6dc23b6be0eb,distinguish between the terms hypertext and,Distinguish between the terms Hypertext' and,General Computer Science,4th-year.pdf,1,3814
4th Year,6446eb0e2059,distributed algorithm evaluated,distributed algorithm evaluated?,Distributed Systems,4th-year.pdf,1,2499
4th Year,897e79b3de72,distributed deadlock detection,distributed deadlock detection?,Distributed Systems,4th-year.pdf,1,2868
4th Year,730a6c3c8220,distributed system,Distributed system?,Distributed Systems,4th-year.pdf,1,2412
4th Year,8848bee6f50b,distributed systems,distributed systems?,Distributed Systems,4th-year.pdf,1,2828
4th Year,a49419189389,does cloud computing support its processing and storage needs,does cloud computing support its processing and  storage needs?,Cloud Computing,4th-year.pdf,1,1696
4th Year,26f3f2ae37ab,does frequency reuse increase the isincapacity of the system,"does ""frequency reuse"" increase the isincapacity of the system?",MOBILE COMPUTING,4th-year.pdf,1,3623
4th Year,80145164a37b,does it help to reduce the image size,does it help to reduce the image size?,VO1230,4th-year.pdf,1,3844
4th Year,55cc41d87868,does one phase algorithm remove the possibility of false deadlock detection,does one phase algorithm remove the possibility 1100 of false deadlock detection ?,Distributed Systems,4th-year.pdf,1,2495
4th Year,065fa1526a56,draw different stages what is the role of buffers in a,Draw different stages. What is the role of buffers in a,ADVANCE COMPUTER ARCHITECTURE,4th-year.pdf,1,645
4th Year,07d62e128f82,draw discuss the block diagram of web services,Draw & discuss the block diagram of Web Services,Web Technology,4th-year.pdf,1,7244
4th Year,a1ed7f58d5ca,draw the block diagram and explain its components,Draw the block diagram and explain its components.,BCST-802/BITT-802,4th-year.pdf,1,7132
4th Year,e0639708ae0e,during audits what are the preparations needed by audities,During audits what are the preparations needed by Audities?,General Computer Science,4th-year.pdf,1,4129
4th Year,886d4f31f5d7,e discuss the issues of security in wireless network,e) Discuss the issues of security in wireless network?,Computer Networks,4th-year.pdf,1,1458
4th Year,f828eca92d2b,e explain in detail how you can mount nfs volume,e) Explain in detail how you can mount NFS volume?,General Computer Science,4th-year.pdf,1,6852
4th Year,accebe37a4d7,e explain various,e) Explain various,General Computer Science,4th-year.pdf,1,6401
4th Year,04f150333682,e node work,e node work?,General Computer Science,4th-year.pdf,1,3664
4th Year,9d4633c87ec8,e state the applications of genetic algorithm,e) State the applications of Genetic Algorithm?,Soft Computing,4th-year.pdf,1,6297
4th Year,0b250dd1c784,e what are the basic requirements to provide data base security,e) What are the basic requirements to provide data base security?,General Computer Science,4th-year.pdf,1,5552
4th Year,a0bc5e2286ef,e what are the important features of fpga and cplds,e) What are the important features of FPGA and CPLDs?,General Computer Science,4th-year.pdf,1,4814
4th Year,8ef74c46bb0e,e what is a firewall,e) What is a firewall?,Cryptography and Network Security,4th-year.pdf,1,1862
4th Year,81e7ed29f75a,e what is multicasting,e) What is multicasting?,NETWORKS,4th-year.pdf,1,1473
4th Year,8d27393978dd,e what is multidimensional data model and what is their use,e) What is Multidimensional data model and what is their use?,General Computer Science,4th-year.pdf,1,4532
4th Year,66333658b2c5,e what is the,e) What is the,General Computer Science,4th-year.pdf,1,7560
4th Year,8b189a1e32fd,e what is trojan horse,e) What is Trojan Horse?,General Computer Science,4th-year.pdf,1,1889
4th Year,3f8f34a01d4e,each task,each task?,General Computer Science,4th-year.pdf,1,4593
4th Year,181076e9dc28,elaborate the complete method of encryption in des,Elaborate the complete method of encryption in DES?,Cryptography and Network Security,4th-year.pdf,1,2153
4th Year,1bca666f0f33,elaborate with example,Elaborate with example.,General Computer Science,4th-year.pdf,1,2124
4th Year,cb820a641512,elliptic curve,elliptic  curve?,Cryptography and Network Security,4th-year.pdf,1,1983
4th Year,5818944fe688,elliptic curve cryptography,Elliptic Curve Cryptography,Cryptography and Network Security,4th-year.pdf,1,2088
4th Year,4bd566e39179,endian and big endian format,endian and big-endian format?,Cryptography and Network Security,4th-year.pdf,1,1989
4th Year,a386bce2492d,enforcement enhance modern os security,enforcement  enhance modern OS security?,"EXAMINATION, 2024 – 25",4th-year.pdf,1,1288
4th Year,6d2c3bb6a763,environments how do these elements support trusted cloud computing,environments. How do these elements support trusted cloud computing?,Cloud Computing,4th-year.pdf,1,1681
4th Year,6fae58757e16,estimation,Estimation?,DATA MINING & DATA WAREHOUSING,4th-year.pdf,1,5326
4th Year,f7c1380a0d71,explain,Explain,5 X 4,4th-year.pdf,1,2094
4th Year,f7c1380a0d71,explain,Explain,General Computer Science,4th-year.pdf,1,5872
4th Year,f7c1380a0d71,explain,Explain.,B.TECH.(CS/IT) (SEMESTER-VII),4th-year.pdf,1,6662
4th Year,f7c1380a0d71,explain,Explain.,DATA MINING & DATA WAREHOUSING,4th-year.pdf,1,5441
4th Year,f7c1380a0d71,explain,Explain.,MOBILE COMPUTING,4th-year.pdf,1,3637
4th Year,f7c1380a0d71,explain,Explain.,General Computer Science,4th-year.pdf,1,34
4th Year,f7c1380a0d71,explain,Explain.,General Computer Science,4th-year.pdf,1,6848
4th Year,f7c1380a0d71,explain,Explain.,General Computer Science,4th-year.pdf,1,4129
4th Year,f7c1380a0d71,explain,Explain.,WATAO,4th-year.pdf,1,4705
4th Year,f7c1380a0d71,explain,Explain.,[4X5 = 20],4th-year.pdf,1,7405
4th Year,f7c1380a0d71,explain,Explain.,General Computer Science,4th-year.pdf,1,6005
4th Year,0746ac9e398c,explain about the domain name server write about any two domain name,Explain about the Domain Name Server. Write about any two domain name,General Computer Science,4th-year.pdf,1,7303
4th Year,ba41a433a9fa,explain about the procedure for configuring network in linux,Explain about the procedure for configuring network in LINUX.,Computer Networks,4th-year.pdf,1,6751
4th Year,477dd4baf4d1,explain acceptance sampling,Explain acceptance sampling.,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,5637
4th Year,eb5b5a09749f,explain adapters and datareaders with example c describe the use of textwriter and textreader with suitable example,Explain Adapters and datareaders with example. (10 marks)  c) Describe the use of TextWriter and TextReader with suitable example. (10 marks),General Computer Science,4th-year.pdf,1,146
4th Year,895cd2279e55,explain all the five areas of the iso network management model,Explain all the five areas of the ISO Network Management Model?,Computer Networks,4th-year.pdf,1,1202
4th Year,16f77761a8e0,explain amdahl s law which components can be considered to improve the performance ofa,Explain Amdahl's law. Which components can be considered to improve the performance ofa,General Computer Science,4th-year.pdf,1,515
4th Year,eb26438bbe1e,explain an edge chasing algorithm for distributed,Explain an edge chasing algorithm for Distributed,Distributed Systems,4th-year.pdf,1,2870
4th Year,27031cc96c5f,explain any two in,Explain any two in,M32) (320) HOT,4th-year.pdf,1,814
4th Year,355e56279f2e,explain any two strategies that make tcp adaptive to wireless domain,Explain any two strategies that make TCP adaptive to wireless domain.,Computer Networks,4th-year.pdf,1,3671
4th Year,172102ba00aa,explain architecture model and failure model,Explain Architecture Model and Failure Model,(5X4=20),4th-year.pdf,1,5080
4th Year,9fb60c9c66dc,explain architecture of data warehouse,Explain architecture of data warehouse.,General Computer Science,4th-year.pdf,1,4579
4th Year,65f5a4227956,explain architecture of google file system,(c) Explain Architecture of Google File System?,General Computer Science,4th-year.pdf,1,7058
4th Year,804ef598e787,explain backpropagation algorithm for mlp with a neat signal flow graph,Explain backpropagation algorithm for MLP with a neat signal flow graph.,Soft Computing,4th-year.pdf,1,6139
4th Year,55c5f3c3391f,explain briefly about conditional or predicated instructions and the limiting factors affecting their complete usefulness,Explain briefly about conditional or predicated instructions and the limiting factors affecting their complete usefulness.,S1 X,4th-year.pdf,1,3224
4th Year,ca17d8f357eb,explain briefly about working of nfs in linux with neat block diagram,Explain briefly about working of NFS in Linux with neat block diagram.,Operating Systems,4th-year.pdf,1,6798
4th Year,ed86bee76c5b,explain crossbar network configuration built in fuzitsu vector parallel processors,"Explain Crossbar network configuration built in Fuzitsu vector parallel processors,",Computer Networks,4th-year.pdf,1,246
4th Year,cf5a4de46917,explain data dependences with example consider the loop below,Explain data dependences with example. Consider the loop below:,General Computer Science,4th-year.pdf,1,319
4th Year,ff7c88725a93,explain details about the accessing,Explain details about the Accessing,General Computer Science,4th-year.pdf,1,64
4th Year,36a44b4c215e,explain details about the reading and writing xml,Explain details about the Reading and Writing XML.,Web Technology,4th-year.pdf,1,84
4th Year,9443a96ef943,explain detecting and enhancing loop level parallelism for vliw,Explain detecting and enhancing loop level parallelism for VLIW.,M32) (320) HOT,4th-year.pdf,1,810
4th Year,e07e77d66b48,explain difference between shell and kernel also explain their working of execution,Explain difference between Shell and Kernel. Also explain their working of execution.,Operating Systems,4th-year.pdf,1,6864
4th Year,66e84245ac5d,explain different cloud service deployment models,(b) Explain different cloud service deployment models?,Cloud Computing,4th-year.pdf,1,7011
4th Year,be2c7ab600d7,explain different defuzzification method with an example,Explain different defuzzification method with an example?,Soft Computing,4th-year.pdf,1,6303
4th Year,d92083d81935,explain different kind of tools for it c what do you mean by active directory and,Explain different kind of tools for it. c) What do you mean by Active directory and,Operating Systems,4th-year.pdf,1,6450
4th Year,2ecc1652eef9,explain different methods of attack in networking,Explain different methods of attack in networking.,HOBT,4th-year.pdf,1,6607
4th Year,192a3f18eca8,explain different stages of fmea,Explain different stages of FMEA.,General Computer Science,4th-year.pdf,1,4071
4th Year,f7d2b2b2883e,explain different steps required for digitization of analog audio,Explain different steps required for digitization of analog audio.,VO1230,4th-year.pdf,1,3894
4th Year,cbd0be600a73,explain different tool,Explain different tool,NFS ?,4th-year.pdf,1,4281
4th Year,25d267b77e6e,explain different types,Explain different types,VO1230,4th-year.pdf,1,3836
4th Year,9e9e1f0d911a,explain different types of locks used,Explain different types of locks used,General Computer Science,4th-year.pdf,1,133
4th Year,7aae5fccb8e6,explain different types of virtualizations and,Explain different types of virtualizations and,Cloud Computing,4th-year.pdf,1,1650
4th Year,e39e1fe7ae9c,explain each case,Explain each case.,M32) (320) HOT,4th-year.pdf,1,745
4th Year,2166f70789ea,explain entity identification problem with suitable example,(d) Explain entity-identification problem with suitable example?,DATA MINING & DATA WAREHOUSING,4th-year.pdf,1,3338
4th Year,bc0ce48184f5,explain etl process with suitable diagram,"Explain ETL (Extraction, Transformation and Loading) process with suitable diagram.",Computer Graphics,4th-year.pdf,1,3531
4th Year,8fdde2bb8717,explain euler s totient function,Explain Euler's Totient Function (φ(n)),Cryptography and Network Security,4th-year.pdf,1,1967
4th Year,b0a40e207413,explain external and internal synchronization with mathematical model and analysis,Explain External and internal synchronization with mathematical model and analysis?,(10X2=20),4th-year.pdf,1,5149
4th Year,477c6dd99309,explain flynn s classification of computer architecture with diagram,Explain Flynn's classification of computer architecture with diagram.,Machine Learning,4th-year.pdf,1,631
4th Year,15c3353e2ba8,explain fork system call in brief,Explain fork system call in brief.,Operating Systems,4th-year.pdf,1,6694
4th Year,224a7aba3075,explain forward and backward validation,(c) Explain forward and backward validation?,(10X2=20),4th-year.pdf,1,5154
4th Year,a2e839a3ba2a,explain fuzzy inference models with examples,Explain Fuzzy inference models with examples.,Soft Computing,4th-year.pdf,1,1593
4th Year,6d53fdf4016e,explain google app engine and write the advantages and disadvantages of google app engine,Explain Google App Engine. And write the advantages and disadvantages of  Google App Engine.,Cloud Computing,4th-year.pdf,1,1783
4th Year,c75f3360a797,explain how cloud providers offer managed hadoop services,Explain  how cloud providers offer managed Hadoop services.,Cloud Computing,4th-year.pdf,1,1739
4th Year,58d054273501,explain how instruction set compiler technology cpu implementation and control,"Explain how instruction set, compiler technology, CPU implementation and control,",Compiler Design,4th-year.pdf,1,222
4th Year,72e1af72ea98,explain how optimistic concurrency is controlled,Explain how optimistic concurrency is controlled?,(10X2=20),4th-year.pdf,1,5168
4th Year,baa2fc69652c,explain how process creation and management are handled at the kernel,Explain how process creation and management  are handled at the kernel,Operating Systems,4th-year.pdf,1,1266
4th Year,ddf1dfe3f87e,explain how two phase commit protocol responds to failure of,Explain how Two- phase Commit Protocol responds to Failure of,General Computer Science,4th-year.pdf,1,2904
4th Year,588209309d1c,explain hybrid systems,Explain Hybrid systems.,Soft Computing,4th-year.pdf,1,6121
